block_time,tx_id,outer_instruction_index,debt_mint,debt_symbol,collateral_mint,collateral_symbol,liquidator,position,collateral_seized_token,collateral_seized_usd,debt_repaid_token,debt_repaid_usd
2025-10-10 15:30:16.000 UTC,JLijhBmqy74f1LU8Z1yvGrHYMjFNrg5HfJ2KH5YwZLs1wSicZDV6MQe8Q868jY6v8XZiQKvcxQKhpqgY8HuiuDS,4,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,So11111111111111111111111111111111111111112,SOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,86qvvWArhChtJ9H77MqtHMy3d13tzUkjPhiAv8tpHrtf,0.514686656,110.57142102512,108.420073,108.46118227767916
2025-10-10 15:33:42.000 UTC,38oNtEY63yo1SYaSeWfZ4BRWNU7EdM3eLWLMhWXa59SytzmfoTda135GBVJCzzFpW9HPEE4ZAQaHLzdJAgXJoEgS,5,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,So11111111111111111111111111111111111111112,SOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,86qvvWArhChtJ9H77MqtHMy3d13tzUkjPhiAv8tpHrtf,0.992185152,213.15361666704,206.813532,206.89194879755
2025-10-10 15:33:14.000 UTC,3WgDtSDTqfBu8C4tq6VeW1gHnSkECbCxGn7v1M5rB92Py9Sqs49CQ721dLdsuidujc8jHUBvTR9xifbJDJYM7fSy,4,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,So11111111111111111111111111111111111111112,SOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,8W2SoErPPcYvbBvfSBHZECTXsFu8ZSLSYfQkaTatxKVv,1.04799253,225.142855201225,218.44616,218.50983705563996
2025-10-10 17:39:45.000 UTC,32enF64iC1ArBsn8wCU5EAid9RmVuk23teQJumKKafU9Vn2vBdGJmSpuiHZ7PFg2nxdrRZ7gHMz3iH21P7HRbxqX,3,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,CxX1RcmT7qGFKDkXAGRgFzF6EJ9MgFKGGqoF8rRizwvQ,J8UDDPMj9Fp1RYZEiKX7qa72BraGZNf7SNz2tVGZVVBK,0.125055223,32.52936460676,30.887788,30.895947523996668
2025-10-10 19:19:21.000 UTC,3j8rxzjLoZTqfKgYBWE3nNZbBSyz74wD8t98R6ZBB7zMLuQkTAdqxwqXi1YbHVTvjFXR9wMWJ86JYZsDJgB4CqJ6,3,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,CxX1RcmT7qGFKDkXAGRgFzF6EJ9MgFKGGqoF8rRizwvQ,J8UDDPMj9Fp1RYZEiKX7qa72BraGZNf7SNz2tVGZVVBK,0.114398147,29.195360432291668,27.805756,27.816966353960666
2025-10-10 19:22:05.000 UTC,26D9DCK2Aa94UnhUoecD3m2xagp3HgTZqxQrersWgL5PAjrstL8a1bRQVTYgFDVCTSmTdmyQasETwycA8FijAC92,4,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,J8UDDPMj9Fp1RYZEiKX7qa72BraGZNf7SNz2tVGZVVBK,0.112818774,28.79229128125,27.332032,27.343051364234668
2025-10-10 15:20:28.000 UTC,P6VEqKdFnLMM8JygVVriZzjLnuN2DuYJztZNUJZjaayrtH5F5fbPcXy59hHAoXJj6asuUVFGszugtcTaEpL4Z8j,4,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,So11111111111111111111111111111111111111112,SOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,8wEzcmbTczEui1Y4JwiuaqvCycCoYGAUpHtVmYNAJ64r,0.10741367,23.075947260275,22.974187,22.990182777698752
2025-10-10 15:19:29.000 UTC,2YfZfDDYJsjKgUapsvgFHGHykxUd6bNjcwQjj9JVDFovNYXMEgcWD31Fi1UcdiTRoNhMWaYJjXnJpFWpz1mbvTm7,3,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,So11111111111111111111111111111111111111112,SOL,CxX1RcmT7qGFKDkXAGRgFzF6EJ9MgFKGGqoF8rRizwvQ,8wEzcmbTczEui1Y4JwiuaqvCycCoYGAUpHtVmYNAJ64r,0.053802009,11.5584200984925,11.550382,11.558423953467502
2025-10-10 22:02:59.000 UTC,5wtwR4epzT8mAsRuxHG9NqUEXCYjrgBkaW9xRv22NSJcX8Aqpd8skJtbVqSfynDojyQVujQeVcU9zVL9ZWTgMRRf,4,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,JUPSOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,2UcfVZLJxovLb5GcAbszyyseFbNxRsmaM2ZzR99nS3V6,1.125438175,244.22664903102083,236.718796,236.54715514633367
2025-10-10 15:34:06.000 UTC,Pxw5GmN266o7b1PZ3fQnnknVWgNU2rTYzZ6vA47CsuT2bGb2NPLW3GZV4hEqDdXuEaHKnryc9jTr1RYeBi9GZPT,4,HzwqbKZw8HxMN6bF2yFZNrht3c2iXXzpKcFu7uBEDKtr,EURC,So11111111111111111111111111111111111111112,SOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,5BmVETKMwv139B8A833okt3GgeJHiQpSjZDMp6YwinNJ,0.194096719,41.6982833845675,34.820024,40.42915845281067
2025-10-10 19:23:30.000 UTC,4DxTGyMXnsGVogf7LkmZUfeLCssWwU4QaJizitcZqAZoomaHW4GMhXu82XC1fdgjkNeDrGziPn1MySXc9Y1cgF5e,3,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,CxX1RcmT7qGFKDkXAGRgFzF6EJ9MgFKGGqoF8rRizwvQ,J8UDDPMj9Fp1RYZEiKX7qa72BraGZNf7SNz2tVGZVVBK,0.111802546,28.532941427083337,27.050511,27.0614168643515
2025-10-10 19:33:29.000 UTC,2t6QktfhvpjF5gZr7xBHBZw8bXaWFiRzegVp7YcPhdL74TRDLQ58TqHZNUnQbPVMNU2L6KGwnPgAY1MYr9vdBCzi,4,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,J8UDDPMj9Fp1RYZEiKX7qa72BraGZNf7SNz2tVGZVVBK,0.109576589,27.96485865104167,26.378107,26.388741773472166
2025-10-10 15:31:12.000 UTC,aXv8Sm9CnvgETs3pDLJRBRT8kbDqXG6Jtt1gagLzkEZ3RH3qoTBUHREamQ6RJBXSBxFe9QHGTKM6F317bbb8EFN,4,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,So11111111111111111111111111111111111111112,SOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,8wEzcmbTczEui1Y4JwiuaqvCycCoYGAUpHtVmYNAJ64r,0.144498773,31.043032650522502,30.225995,30.24703984901875
2025-10-10 15:25:42.000 UTC,7iBmD3uXCFS5KaiB1MESGVMfSVqAtSnVySCSybJWioXNdy5c7WbZxV23LDBd5HfH9aBkm2BQu8AfpmDjvxCS1kL,4,HzwqbKZw8HxMN6bF2yFZNrht3c2iXXzpKcFu7uBEDKtr,EURC,So11111111111111111111111111111111111111112,SOL,jprPHx4x653augept4HG61rR7SFQ3mYb4nSV1AkZgv3,5BmVETKMwv139B8A833okt3GgeJHiQpSjZDMp6YwinNJ,0.021737648,4.66995326396,3.945898,4.581540078221334
2025-10-10 15:34:25.000 UTC,3JeoNxqWnJV83dM6kJwGdbXrP6auUXaUJd4DkerEKgv4oYJQYYeg6tytQherFsUCnaHmctC5UqGPsBJw9oSE8aBT,3,HzwqbKZw8HxMN6bF2yFZNrht3c2iXXzpKcFu7uBEDKtr,EURC,So11111111111111111111111111111111111111112,SOL,CxX1RcmT7qGFKDkXAGRgFzF6EJ9MgFKGGqoF8rRizwvQ,5BmVETKMwv139B8A833okt3GgeJHiQpSjZDMp6YwinNJ,0.174148573,37.412773309022505,31.053163,36.055496325561336
2025-10-10 19:30:41.000 UTC,31wEcEbegCCA8i7T6CawcMHnpe2RFi1NjgQ6phRgxVJ2f9NnkuWqqhvSKoekko8q1kW15PJf1JQbponz14UncMKz,3,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,JITOSOL,HEyJLdMfZhhQ7FHCtjD5DWDFNFQhaeAVAsHeWqoY6dSD,J8UDDPMj9Fp1RYZEiKX7qa72BraGZNf7SNz2tVGZVVBK,0.222596804,56.80855935416667,53.673724,53.69536345639266
2025-10-10 15:22:55.000 UTC,2WLXTYLk2FTBGtq93oa1wMepy78CDy4gk6MpgwM87gBUz9ETo5WQumibebtB4HaZjUcBLu4L4hZQmm6D5D1FJ8ei,4,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,So11111111111111111111111111111111111111112,SOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,8wEzcmbTczEui1Y4JwiuaqvCycCoYGAUpHtVmYNAJ64r,0.316819129,68.0630455308925,67.068693,67.11538957750125
2025-10-10 15:32:34.000 UTC,49LfgPzohSKjM8Ec6qjouLUoVr2b3W292rqD1ahpBD838ciHn5FFqSdsbt95vPByaZFzc3beRrTbAzwwNCpioBYv,4,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,So11111111111111111111111111111111111111112,SOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,8wEzcmbTczEui1Y4JwiuaqvCycCoYGAUpHtVmYNAJ64r,0.286417806,61.531853307495005,59.817611,59.85925901165875
2025-10-10 15:33:46.000 UTC,U67aBrguq7QEFLNUPohJX1CLFLSYHniQb2AupmfikeNNSaUGAfbviNNfqZ2LXnRiYsVuDzgFt9cJuLFzDeX8gkz,4,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,So11111111111111111111111111111111111111112,SOL,3ue9E1xfztuuNtpezARKBRiZxNHSKfjaTjwNcKShSJsz,8wEzcmbTczEui1Y4JwiuaqvCycCoYGAUpHtVmYNAJ64r,0.069097072,14.84429672044,14.402764,14.412791924435
