block_time,tx_id,flash_loan_outer_instruction_index,flash_loan_program,lender,flash_loan_mint,flash_loan_symbol,flash_loan_token,flash_loan_usd
2025-10-10 19:22:05.000 UTC,26D9DCK2Aa94UnhUoecD3m2xagp3HgTZqxQrersWgL5PAjrstL8a1bRQVTYgFDVCTSmTdmyQasETwycA8FijAC92,3,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,27.332033,27.34305236463783
2025-10-10 19:21:50.000 UTC,sAQfvZCTWWo61NWGv6GkaaNUvsTtanNdejXHBYQRhxrWyhK7H7Q3KLgXACCwK6AE6Um9aH1AhrPFPKrsUVUam8p,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,107.107662,107.150844239063
2025-10-10 19:20:29.000 UTC,3HDQKbk8RFALAEHXsHqF7cErQ7wfzUCuUMWSy1KbrHe7ZtdYwpRB8y6u2q8rgPkvrtbp6DVcSeXb8jqyCVMCuF24,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,107.842623,107.8861015508395
2025-10-10 19:20:23.000 UTC,46hidZNvs5NPNX9mUQ91FxU47e7W87p5nBkW2td3VdwMnqwk8JHHJAeYazAusqyBSFBvHUx7oqox3fQiPn2g4jV2,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,28.902904,28.914556687462664
2025-10-10 19:20:53.000 UTC,4dUu1Ly8ez5GYU8398vjGSCmDVUNV5ei9TkvzEL5HxahmqM238ZWbRGTBBxhYpyqoTRQbc2VymvKCa94MpNhX2DW,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,27.548006,27.559112437752333
2025-10-10 19:19:21.000 UTC,3j8rxzjLoZTqfKgYBWE3nNZbBSyz74wD8t98R6ZBB7zMLuQkTAdqxwqXi1YbHVTvjFXR9wMWJ86JYZsDJgB4CqJ6,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,27.805755,27.8169653535575
2025-10-10 19:15:37.000 UTC,3vZeoyk7tAHZdXEx7Suuf7N5uCcnAdrikz9MrUfg4HvYMdTCECXwxcXaYRSNXSb4UZEqUtQa1UL3nL4JkKeA1vJB,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,92.681129,92.71849494184183
2025-10-10 19:11:59.000 UTC,3XBhH5bTsS1mMUoPXmWs4KPpnD2CGwEmKT2NYBc361J1Fb6dJTFNr37CXAoSGmJitPAA1mokmsmuEEieL5qycNon,3,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,93.699655,93.73743157757417
2025-10-10 19:12:05.000 UTC,2oz2NaBy93ftTsi1QTTgjp4Lbi9bbmU6KL2hp97asySJuGXxUiBv5ADvZMmBmJLaayDPoKoH4cqDwKinFef2ZwFy,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,29.670139,29.682101011040164
2025-10-10 19:12:02.000 UTC,NftKgyhjYHy9bEDz6ABs4xjBwfCdMBYEnDsHnCm57iBQk1EEgWVRdydYwFwBxWtMheeUK6ey2xKjKHF8QkcCDrw,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,0.025478,0.025488271880333334
2025-10-10 19:12:10.000 UTC,2yuTzYN3HFFo2WfR4Syuwf7pabxxX6qEV16kJy1rr8nyTqj1oe1ByoVp9uZ8iTpTtcY3vebJ8sgivJuchpRR8bNY,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,28.11931,28.130646768481665
2025-10-10 19:11:38.000 UTC,4fJmLr69FJoTb1GcwdoZ5UQwxfwBDUs3ddbtV97BfTJNY4s8s7RterEcPatihghitTFVG7DU9zKz9koEqqfqpY3d,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,28.711324,28.722899448792667
2025-10-10 19:11:41.000 UTC,3k3JS2vyNvAh2eCdFqSUYoYfLkfn1AvVgPA3ftDB9XksuMiCP2DEWfnvppXJKdWPSsQ9j4Mhio1LHdQyE19kaqbz,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,94.411495,94.44955856773416
2025-10-10 19:11:44.000 UTC,3gWBE4NiCkufd4GMSDvKu6Jg57aNGRoDoboW6Zfkn1na8MqiaD8vFrxLLtfSxu3Gnd9EF9eXLKhQxqpdYbiCsJVs,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,29.93099,29.943057177468333
2025-10-10 19:12:29.000 UTC,29yeB8Pewsx6odPVLkh4DqiJyH6g6dZwYxPEpAT3pARnjVffmZeFz33TipFVT11kyP9uew2gj5DrsQsTEZr9dviB,3,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,29.196038,29.207808869320335
2025-10-10 19:08:56.000 UTC,3UijdocwTqR2CCqBuy8ZEM3XepGnKTRk9EPW8VzoUR7y1zATkPEoRUXUY3zQNoyXZbVSyBF5VDjwaxbCqZQpLDmU,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,USDG,95.015942,95.05424926061633
2025-10-10 23:59:03.000 UTC,8J1ckH1T6No4kRvWNLNR8XmHKQewJdWq9MZ26P8Nmvdhm49r8TbPNoPCdbMdk5e9bjEToLUX1e7p6LmeyMEky3g,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,CtzPWv73Sn1dMGVU3ZtLv9yWSyUAanBni19YWDaznnkn,xBTC,0.01,1138.7030916666668
2025-10-10 23:13:53.000 UTC,2i4KWHxeoGjFXGXCAjaKydsePzq2Ws1G6G9icAnEBejbwii7azUGHjpd2EEdcY9C9huxBH7SkQRkbS1c6wGDgfig,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,CtzPWv73Sn1dMGVU3ZtLv9yWSyUAanBni19YWDaznnkn,xBTC,0.01,1138.7030916666668
2025-10-10 18:59:55.000 UTC,CZyykCc3MG2g1JKgwFTLNsoBHfo5xjeNeKaquppwww9Kygp7Mp7c3aBU6xYYFbfhkHrTzV7XUcWocD3gnHX2oty,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,19.174822,19.177535237313
2025-10-10 18:48:20.000 UTC,4DS5Fv2GGKeezrEG8tC9do9po9SJQJkVaVVeBRtktVo5mmZp8dRALUS9KxrEzThMnkswWwyzpeeAqL3o2FpeMw3f,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.519884,0.519957563586
2025-10-10 18:48:37.000 UTC,Bn4Noe5LNWHcBpqp52nPGBhdZvFESfGTyR9yKTZub8MMkxrqkJhi4qDULt4y9Dmdi6pemEBC68php8VN4Y5Xom3,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,183.952398,183.978427264317
2025-10-10 18:48:31.000 UTC,2mQoVH4zETB9ZZRhLyDJScN2DKWwmxzm8chvzcCxtu4oJwn82KmGRRwyocBsWUxU7aQfbGtJ4iXxdAMchD3vNWTq,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,16.629591,16.631944087126502
2025-10-10 18:48:33.000 UTC,2w2EX2R93BFfhT1CHNUdvpZ9qiavuxDc3JztXxPoh9iNfM1sUvhh4P2BECLVwiBAazM5LBjjACautxmT1fryHarj,3,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,19.354102,19.356840605433
2025-10-10 18:49:04.000 UTC,3dS6W1FbmGqmufjqJwZ8e8XUkXtm5s1UVChumRRyZssLLXQvrdwQko6f4t297NPjcBSUKVECBeKc21rNgV8CBw6h,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,182.146324,182.172097704846
2025-10-10 18:49:02.000 UTC,3EvxqHarNNoya4saHYsmvpaKNCZawJGKAEMi83bKeZkAAZT9BVzYdpvrpkLdtWH7GPGTxXx6E8Kcyr9CshJCaq97,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,16.44267,16.444996637805
2025-10-10 18:48:11.000 UTC,5syHyE81ESsSUjApbxf7osJDvKbkoEgNKevMFwj7ujzjZofJM4Y7EYrgY9Utsxaxu2sbzGAYexaQVgbweVeAuKF4,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,19.526961,19.5297240649815
2025-10-10 18:40:28.000 UTC,f79FakJZDUJGEy3wVAmNtvhx4XeaC1orG3t7R9AsTnyAtYoFFU89EEyVdHdvxD2C4bLLY5h9PPUtn83gjFzM3da,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,16.775756,16.778129769474003
2025-10-10 18:40:33.000 UTC,2S4Eczkp4Qz4ijG7V5jPNmAps68YgtHYphRjJ96B6HjgPamXRRhN9QKZACrBGFMCD3wkgcrFyhfn4xb8U1aJGFeZ,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,182.665461,182.6913081627315
2025-10-10 18:13:49.000 UTC,yXjUofNpKFG1R2pGdYAYm3ZinxY6fWRna1Wb4xM2ug3zG9tNu2wmLjHFUKcmGgJpxbdyxHuEMzSecT2CKQcr14Y,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,19.755696,19.758491430984
2025-10-10 18:07:34.000 UTC,122U6DKjLxzaqzcSZ9wL424cQuPCRBDKRvfN2aBWekEBH8doXhbo3QWjf6Cjm9MGjDEwUPYn6sF92J6tSgAe8M5,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,19.940739,19.9435606145685
2025-10-10 18:07:37.000 UTC,4iaKrVDe6gwjXNmN9G2jD8zBVcYZ9CzwzqhbBWarM5bDP4c5xLcRxpnhh3qrxeTFDqrzJjEHqBXzcSCxwB99wfho,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,170.147352,170.17142785030802
2025-10-10 18:07:44.000 UTC,4iBMUzFJ1UrBpZ5WiS8QhrCxr1z8HwSaYhJ13sz3ebsuqYWwvawMijKjsTYk7MHDPsDeew9VQ5Jf9fPT5UauZ6b7,3,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,16.935083,16.9374793142445
2025-10-10 18:07:38.000 UTC,4GPwhXgdEeCipmZLptTKTk654PnP4Cre2we6adk4Cki4nKesRhtbaP6JrZhTVm5Swn6SZhYqAQ5CsYQQeJKheRwe,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,0.529925,0.5299999843875
2025-10-10 18:07:23.000 UTC,5xtpAFHCHp7sM4he7HtppbfrLakCGXfLB1kiVWCfzWAgQJKQPjEZMg7X9oWc1ExyqxSfTrrQT48AnFqora5x5tCH,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,17.050956,17.053368710274
2025-10-10 18:48:32.000 UTC,2mmdfU1EpdeaHrihpbxaC2VRWSVX9edqqUxemxN1GCG2ofc5DDK1nVRHMAUHirDfXQztCGrx1yVf7tkjBzaCHqha,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,13.383153,13.389284714599501
2025-10-10 18:49:05.000 UTC,2buz1d6oJyhyyFX7oJ9nvnj49mdoBk7T872HKWVviXFZvdby5fvubW5sQRJVMsPuEouPMZfoZX2VwFbvemQZe5Hs,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,13.268082,13.274160992903001
2025-10-10 18:40:34.000 UTC,4qeYVVUPix9EAoWZwYczTRVndH2vqtXdn9xk6CPTMTERKyBR12CQkwfLiXPfMWCmr8XCtxEcZAwYokj5n49ZJRD4,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,13.481284,13.487460674952668
2025-10-10 18:07:42.000 UTC,5GaiXB9QknXqHS7NqBxc3AdVjCfbJNGE5ayPJ9AqZ49cAZVas8vBm7ufngrFfH1Ly3U2pwY7iGo4NEnovrbg6NDZ,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,13.587472,13.593697326754668
2025-10-10 18:07:24.000 UTC,5jMoHBWo1xgMpsbMuy9agsMJ7HwssamSFVaD6thSDhkPD5zPZh9eQH6d2EJkkDAZr92oV7E81n2GhTKU36K8V7kb,2,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB,USDT,13.733566,13.739858262155668
2025-10-10 22:25:44.000 UTC,4gJ61aRWP4sC2cpYV724hzjaMXqyiokgA3uSg7iSS2hHkM3EMr6VZs4JNzDR9NLr2rcDR5g5ESJE9wFUuMNsjC8T,3,KLend2g3cP87fffoy8q1mQqGKjrxjC8boSyAYavgmjD,kamino,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,18098.2329,18118.121349771023
2025-10-10 22:25:58.000 UTC,5CdQT2oDeYcEhCA3csAR7PCV89xqMeEq96uJD8Jz21yeYdyAFmSfZB3waQpdu4DzSSKsgkaahzKc6DCcWepHkpxY,3,KLend2g3cP87fffoy8q1mQqGKjrxjC8boSyAYavgmjD,kamino,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,8933.418361,8943.235443327208
2025-10-10 22:18:49.000 UTC,3ib5gqKVhdqNCYL5CxHeEqWxbycJnnszWs1XWdg3RRNMxwWTizNd3LksDZVT5FgTYLehytEdwDPpzv6bs3i5VGmp,3,KLend2g3cP87fffoy8q1mQqGKjrxjC8boSyAYavgmjD,kamino,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,62085.801411,62154.0285329339
2025-10-10 22:18:50.000 UTC,2vn2p6gTCYXQroBbFcCRRdEFW4AxG2gKc4jbGhD3PFHobGSN4HxPmhGvLTHcvS1i3t1u9awcxP47e5Zjs67LXqsH,3,KLend2g3cP87fffoy8q1mQqGKjrxjC8boSyAYavgmjD,kamino,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,8817.274064,8826.963513423496
2025-10-10 22:17:48.000 UTC,5Y6qgtFRzSoUiEyoNJxBKHAozTYd6uAXRRkGSh3tYYn2rigRDMB7xNQjooUn5sSS3VDu8QxzbqYmkWZU4efk2AZp,3,KLend2g3cP87fffoy8q1mQqGKjrxjC8boSyAYavgmjD,kamino,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,7994.228669,8003.013660121508
2025-10-10 22:14:11.000 UTC,kJHdUCg5hCNw2JX6DWKfTc8dv5UaRaq5E8QTrNw9pviv18JgngKNCxNsXEdj6ygxWaeVroVvj3ZP4ZEucBuujty,3,KLend2g3cP87fffoy8q1mQqGKjrxjC8boSyAYavgmjD,kamino,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,7925.069216,7933.778206645949
2025-10-10 22:10:42.000 UTC,45b1NNFhy6hwsAaT6um4YuWrR1LxM89e7GJdCP5WJdAZHyUPszSPxN59XQsprFQVQ96HxfCzQc3TwyMj6mm8zpcg,3,KLend2g3cP87fffoy8q1mQqGKjrxjC8boSyAYavgmjD,kamino,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,7961.893894,7970.643351898348
2025-10-10 22:08:21.000 UTC,5hscDGGFfDKHcDTcrPaVmVPat8AAxQC9W4zbsSqCkKyY7q6mV77EyGRsVV99DMQHJxzLANsE9FxNADwDDp35tr9N,3,KLend2g3cP87fffoy8q1mQqGKjrxjC8boSyAYavgmjD,kamino,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,15899.840055,15917.312654233774
2025-10-10 22:06:54.000 UTC,3P1zbhi6KuTDKTrN6XUjFuLBQQX5YhoZ6Ss4pvwbzRpuhtDCLD8x6XAAQC6a1vUE74RBepBeKvjXeKVnYQhNKEX3,3,KLend2g3cP87fffoy8q1mQqGKjrxjC8boSyAYavgmjD,kamino,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,7903.755389,7912.440957526228
2025-10-10 22:06:37.000 UTC,4MDhaSJ4AWvfWyHmaQ7msERnmwkT6XTjNBPxNLG5bEpSbdR56oH4QJpHhXmtoVFrFKWMDDyjNKtu6c5nNk6xWa17,3,KLend2g3cP87fffoy8q1mQqGKjrxjC8boSyAYavgmjD,kamino,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,22785.384863,22810.424102182362
2025-10-10 22:05:02.000 UTC,2h92uMjUavEwRMXenKRuGUrHY9oZx1zXXa3Y2vnM5sgdtyfBk4SnfhdiHPRrwwjC7RdaGtfRdE6Yq8pjDgpDxfFJ,3,KLend2g3cP87fffoy8q1mQqGKjrxjC8boSyAYavgmjD,kamino,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,7204.528083,7212.4452589858765
2025-10-10 22:28:31.000 UTC,2xgRRbzJQpo2jToDxqDCFU33wZs2a7tbD83NaQfCDUhDXRcyrk4VNzmaUaZDm7AjaeKw5rVr63PoWmLsXWy4JVgd,3,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,27101.279373,27131.06142059098
2025-10-10 22:04:29.000 UTC,4QU7Wo9AqnqyptUr9cT7TK7RT6nufXMxr22kdfVPE1xb5MMTevFEZFwZGzPxr3EttHx6zL3Zvw1y8Qqbmuj24xRP,3,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,20653.334542,20676.030835550446
2025-10-10 22:01:19.000 UTC,2WKnjMWMt4shkeMuHCcnrXoGSr8SYRH5zD7LNLgNT1qbcr4ZxKhG4dCzt2XDNFy2VhGHTY29Jtc2sdh5TjF7h57z,3,jupgfSgfuAXv4B6R2Uxu85Z1qdzgju79s6MfZekN6XS,jupiter,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,13443.987386,13458.761207804931
